947341484,SHARP ACCL,150717:21421800,32.088123:34.872768,25
947341485,NORMAL,150717:21421900,32.088089:34.872833,28.39
947341486,NORMAL,150717:21422000,32.088066:34.872913,31.04
947341487,NORMAL,150717:21422100,32.088043:34.872990,29.67
947341490,NORMAL,150717:21422400,32.087975:34.873234,30.65
947341491,NORMAL,150717:21422500,32.087952:34.873314,29.65
947341492,NORMAL,150717:21422600,32.087936:34.873398,29.45
947341495,NORMAL,150717:21422900,32.087875:34.873653,30.3
947341496,NORMAL,150717:21423000,32.087856:34.873741,30.97
947341497,NORMAL,150717:21423100,32.087837:34.873829,30.45
947341500,NORMAL,150717:21423400,32.087811:34.874115,31.74
947341501,NORMAL,150717:21423500,32.087795:34.874207,31.74
947341502,NORMAL,150717:21423600,32.087788:34.874298,31.24
947341505,NORMAL,150717:21423900,32.087749:34.874565,31.45
947341506,NORMAL,150717:21424000,32.087738:34.874657,29.84
947341511,SHARP RIGHT,150717:21424500,32.087589:34.874905,17.35
947341512,SHARP ACCL,150717:21424600,32.087524:34.874882,21.67
947341515,NORMAL,150717:21424900,32.087284:34.874817,29.58
947341516,NORMAL,150717:21425000,32.087212:34.874802,30.17
947341517,NORMAL,150717:21425100,32.087143:34.874794,27.89
947341520,NORMAL,150717:21425400,32.087002:34.874855,21.56
947341521,SHARP LEFT,150717:21425500,32.086987:34.874916,19.78
947341522,SHARP ACCL,150717:21425600,32.086971:34.874989,22.28
947341525,NORMAL,150717:21425900,32.086975:34.875267,30.58
947341526,NORMAL,150717:21430000,32.086971:34.875340,26.47
947341527,NORMAL,150717:21430100,32.086960:34.875393,23.52
947341529,NORMAL,150717:21430300,32.086960:34.875458,9.87
947341530,SHARP ACCL,150717:21430400,32.086967:34.875481,6
947341531,SHARP ACCL,150717:21430500,32.086987:34.875507,10.04
947341532,SHARP ACCL,150717:21430600,32.087040:34.875538,14.04
947341535,NORMAL,150717:21430900,32.087276:34.875580,32.21
947341536,NORMAL,150717:21431000,32.087376:34.875591,37.06
947341537,NORMAL,150717:21431100,32.087467:34.875599,35.87
947341540,NORMAL,150717:21431400,32.087650:34.875572,21.24
947341541,SHARP LEFT,150717:21431500,32.087685:34.875549,16.39
947341542,NORMAL,150717:21431600,32.087700:34.875511,12.72
947341545,SHARP ACCL,150717:21431900,32.087719:34.875343,19.43
947341546,NORMAL,150717:21432000,32.087730:34.875256,24.06
947341547,NORMAL,150717:21432100,32.087742:34.875168,29.09
947341550,NORMAL,150717:21432400,32.087769:34.874905,27.61
947341551,NORMAL,150717:21432500,32.087776:34.874825,26.26
947341552,NORMAL,150717:21432600,32.087776:34.874748,25.28
947341555,SHARP ACCL,150717:21432900,32.087788:34.874523,23.45
947341556,SHARP ACCL,150717:21433000,32.087799:34.874432,28.93
947341557,NORMAL,150717:21433100,32.087814:34.874317,34.91
947341560,NORMAL,150717:21433400,32.087868:34.873989,35.85
947341561,NORMAL,150717:21433500,32.087883:34.873894,33.32
947341562,NORMAL,150717:21433600,32.087898:34.873806,31.02
947341565,NORMAL,150717:21433900,32.087982:34.873554,31.5
947341566,NORMAL,150717:21434000,32.088009:34.873470,30.54
947341567,NORMAL,150717:21434100,32.088032:34.873383,30.39
947341570,NORMAL,150717:21434400,32.088070:34.873089,34.06
947341572,NORMAL,150717:21434600,32.088085:34.872883,34.58
947341575,NORMAL,150717:21434900,32.088112:34.872589,32.45
947341576,NORMAL,150717:21435000,32.088123:34.872486,34.56
947341577,NORMAL,150717:21435100,32.088135:34.872379,35.04
947341580,NORMAL,150717:21435400,32.088173:34.872074,34.6
947341581,NORMAL,150717:21435500,32.088181:34.871971,34.72
947341582,NORMAL,150717:21435600,32.088192:34.871868,34.85
947341584,NORMAL,150717:21435800,32.088215:34.871670,33.65
947341585,NORMAL,150717:21435900,32.088230:34.871578,32.56
947341586,NORMAL,150717:21440000,32.088242:34.871487,31.47
947341587,NORMAL,150717:21440100,32.088253:34.871395,30.63
947341590,NORMAL,150717:21440400,32.088291:34.871132,30.48
947341591,NORMAL,150717:21440500,32.088306:34.871052,28.54
947341592,NORMAL,150717:21440600,32.088314:34.870968,28.65
947341595,NORMAL,150717:21440900,32.088322:34.870796,18.52
947341596,NORMAL,150717:21441000,32.088318:34.870781,11.82
947341597,SHARP ACCL,150717:21441100,32.088310:34.870762,4.2
947341599,NORMAL,150717:21441300,32.088257:34.870720,12.54
947341600,NORMAL,150717:21441400,32.088215:34.870708,15.04
947341601,NORMAL,150717:21441500,32.088173:34.870708,16.04
947341602,NORMAL,150717:21441600,32.088120:34.870701,18.13
947341604,NORMAL,150717:21441800,32.087994:34.870682,23.72
947341605,NORMAL,150717:21441900,32.087921:34.870670,26.82
947341606,NORMAL,150717:21442000,32.087845:34.870663,29.24
947341607,NORMAL,150717:21442100,32.087772:34.870659,30.13
947341610,SHARP ACCL,150717:21442400,32.087635:34.870739,34.24
947341611,NORMAL,150717:21442500,32.087631:34.870808,27.21
947341612,NORMAL,150717:21442600,32.087624:34.870880,23.06
947341615,NORMAL,150717:21442900,32.087612:34.871037,16.39
947341616,NORMAL,150717:21443000,32.087608:34.871075,12.41
947341617,NORMAL,150717:21443100,32.087616:34.871105,11.24
947341619,NORMAL,150717:21443300,32.087643:34.871143,5.7
947341620,NORMAL,150717:21443400,32.087646:34.871147,3.41
947341621,NORMAL,150717:21443500,32.087650:34.871151,2.02
947341622,NORMAL,150717:21443600,32.087650:34.871151,0.89
